source_id,ra,dec
239861553976575744,46.94674999765338,40.91532703832304
239861588338415744,46.95999998253477,40.93514739432342
239861592631146752,46.958889297718564,40.924669920780616
239861626990880000,46.971412541563694,40.930311090740254
239861626992695296,46.97574888349468,40.92619655506194
239861626992696064,46.96837171784273,40.92639310707804
239861626992697728,46.97536174381627,40.920030407566756
239861661350600192,46.987000767341094,40.94566478519614
239861661350606848,46.98361381592746,40.93608606449923
239861661351400704,46.98911234129964,40.93502969707128
239861661352425728,46.99388199359509,40.94519375771482
239861691417631616,46.96920194589158,40.946602968320974
239861691417632000,46.972730742416765,40.94536155358922
239861695712167552,46.970181064139595,40.94071640581711
239861725777370752,46.97822267411498,40.941147309193
239861725777371136,46.98209818564261,40.95559066334858
239861730070071040,46.97341267389878,40.95811010633816
239861730070072320,46.98685136389137,40.95341332449138
239861760134940032,46.883394664501964,40.882069812203916
239861760134952704,46.89193194185133,40.88814795734646
239861764431676416,46.88965453754174,40.87417349062667
239861794494686720,46.907059364344825,40.88626657382521
239861798789608064,46.89661759818404,40.894635322503255
239861798789611008,46.89927961487802,40.88837807809898
239861798790358912,46.90228839623086,40.89568373161802
239861798790359552,46.89562093075443,40.89249373430922
239861798791411328,46.89974388144616,40.88182083670357
239861828854419584,46.88015189893619,40.88340016676682
239861828854448384,46.88172514721726,40.899127589761804
239861828854448512,46.87824554479349,40.89871725228326
239861828854453632,46.87687141260544,40.9008582566819
239861833150268672,46.88352030092308,40.895732851857865
239861863214181888,46.8887917477747,40.89659767605179
239861863214205312,46.88913336970524,40.906962308004026
239861867510884352,46.89032649460568,40.899167089542765
239861867510884992,46.88629436564877,40.89894275643443
239861897573944320,46.913429601898265,40.9069961365754
239861901869575424,46.91092552485107,40.89438267119026
239861901871419776,46.908758434788865,40.9085393777966
239861931935589504,46.92242155592918,40.922604105743666
239861936229307904,46.92467606472814,40.920451812518394
239861936229309568,46.91485163678591,40.91273945195625
239861936230353536,46.91533833045953,40.915565236696004
239861966293435008,46.90220592261899,40.9158942076531
239861966293448064,46.8968631396248,40.921901196558075
239861970588287360,46.90176321297356,40.918168253732084
239861970590091776,46.90398566511652,40.918996142813604
239861970590896256,46.8979349367673,40.91389896575378
239862000653192576,46.91119739457013,40.92445580741959
239862004948009216,46.91222343617852,40.935478628164525
239862004949821824,46.911972002638954,40.93438311847357
239862004949823744,46.91972856883379,40.92543472976316
239863035741137280,47.05230678106926,40.96427477655504
239862004949825920,46.906774563278,40.92393940721258
239862035012878848,46.87359747547617,40.89887402525361
239862035012885632,46.85879827369848,40.902184486830876
239862035014790144,46.872040240722775,40.90565379026008
239862039308524288,46.863004489122304,40.90262371866726
239862039308525568,46.86245138075286,40.89830658843341
239862039309575936,46.87350029454456,40.905178646404714
239862039309576320,46.86322314606297,40.90710424876321
239862069372656256,46.884156792493535,40.91964026694198
239862069372657408,46.87288224936895,40.919296070359714
239862069372681088,46.87917733821645,40.92694299660946
239862073667919104,46.873096651151215,40.91997811465123
239862073668254464,46.88277230013759,40.92305458960561
239862073668261504,46.8738758361976,40.90915789122072
239862073669520640,46.876344229503914,40.92230139025941
239862108029047808,46.85904061156826,40.92514443018193
239862108029049600,46.85766201960297,40.92144305707913
239862108029050496,46.86262405287529,40.9169899348062
239862108029851392,46.86436996412038,40.91242106989841
239862108029851776,46.849564629711665,40.91519265952027
239862138092156544,46.863115310860785,40.93068342818633
239862142387726208,46.85835971723391,40.927285748818804
239862142388782592,46.868719969503545,40.93053566041511
239862142389588224,46.86926090726577,40.9218685297147
239862172451871232,46.89203922674333,40.91941136194176
239862176748514816,46.88988370658235,40.93826594716088
239862176748515328,46.88878641264619,40.93693641023742
239862206811652864,46.89230735535044,40.94079139088624
239862211108248832,46.89875626811219,40.94587278529344
239862241171383424,46.87644993553764,40.93507251208718
239862241171387904,46.888232681911646,40.93936405102067
239862245467992576,46.87792427676521,40.93700565095425
239862245468212096,46.879504306980905,40.929561020295125
239862245468801152,46.877091760687016,40.94175244135775
239862275531143040,46.88649443572834,40.948298697608976
239862275531151488,46.881858611734415,40.9513539441974
239862279826670976,46.89049844224102,40.95709755002503
239862314185656320,46.92383501352403,40.929209692880946
239862314187466240,46.92773397452682,40.931683852113345
239862344251824256,46.939312057256856,40.941971178019195
239862348546155008,46.94385943317803,40.949391402654705
239863035742256256,47.05816828621421,40.95990494320671
239862348546157184,46.94686585728576,40.944790736928354
239862348546412800,46.94354850582108,40.934582133080156
239862348547196928,46.94844820083159,40.94670889423907
239862348547197952,46.94107693384199,40.94560715699714
239862378610351104,46.928406236106866,40.9429681773313
239862382905129088,46.920683695019605,40.935903471313715
239862417265628288,46.93824646119274,40.95846735777799
239862417265628928,46.93922266065157,40.95594756351497
239862417265814272,46.92520739875065,40.953317014951836
239862417267486976,46.93269080892319,40.953511633041984
239862451624580608,46.95695111148804,40.957079565214904
239862451624585856,46.947434592579604,40.95140887688163
239862451625371264,46.953585057617886,40.94815159622459
239862481691613184,46.959767673967185,40.9672588129609
239862481691613568,46.963165621451616,40.96387694091484
239862481691613696,46.966879772902466,40.95332485276535
239862485985102208,46.96267377082914,40.971544258087185
239862485986142464,46.96091177707539,40.9682156429042
239862520344060544,46.94194174931364,40.956275002081185
239862520345059456,46.944198950320484,40.96938400957638
239862554703777152,46.96593241132296,40.9767182052446
239862554704573568,46.951308460485436,40.98269585373597
239862554705620352,46.95523181000338,40.966250281837
239862584769993600,46.91736143095031,40.952256998185426
239862584770612224,46.91310403185041,40.950744584290014
239862589063541376,46.9116571835003,40.95879231883332
239862589064320256,46.914274379372486,40.95274863458979
239862589065363712,46.910032272039935,40.96238821011779
239862619129669120,46.92506109243429,40.97340837101584
239862623423730816,46.92641070204022,40.96329178899219
239862623425099776,46.93089517587637,40.96404700477719
239862623425379840,46.92195362061133,40.9744186605375
239862653488300032,46.89068153392816,40.9641708689696
239862653488311296,46.90500893931992,40.97043837892423
239862657783789312,46.89419244560627,40.968711337467425
239862692144571392,46.91220446082297,40.986393343120696
239862756567581056,46.94151124631301,40.99836654297292
239862756568687488,46.94550830288114,40.98222742554708
239862760862999680,46.94653217428426,40.99400834608399
239862760863001984,46.944635637155436,40.98589691277849
239862790927296768,46.93013772216372,40.987323910522484
239862795222738176,46.93237007051626,40.99058118603308
239862795222738944,46.92193849567398,40.98575113104429
239862795223785216,46.916630368647496,40.99065195154989
239862825287051136,46.93630836411747,40.99541947455288
239862829582473472,46.93656909718742,40.99751496706387
239862829582664832,46.93073861465334,41.00344969241076
239862829582703616,46.935479124031964,40.997737436173445
239862863942420480,47.0216744477048,40.920200702469174
239862894008480640,47.03548839526818,40.93344159439106
239862898301637248,47.03028873622468,40.94300117188844
239862898303240576,47.023927111207556,40.94303091413571
239862898303240704,47.03676503970581,40.93291683217083
239862928368216448,47.006845537478334,40.94483416556701
239862932660914560,47.01023776692354,40.94706653257423
239862932660920192,47.01694028916495,40.93609557812029
239862932661895168,47.015138065208305,40.942942822250096
239862932661895808,47.0088541067382,40.931496095599286
239862932662744960,47.00998935151334,40.94126539997732
239863035742959872,47.05264270219641,40.95809641521301
239862932662746240,47.014064728425836,40.935883055731146
239862967021703040,47.02136043092088,40.96102452530297
239863035740586880,47.05893334971476,40.97029784233671
239863070099845760,47.029574624754964,40.96744384481523
239863104460063744,47.04090118069855,40.974271744227835
239863104461420032,47.038952874253134,40.97958123179731
239863138819341952,46.99778487728788,40.95557042239936
239863138821173248,46.99473837440104,40.95153256438517
239863168886385152,47.00928801678852,40.9746224430085
239863173179060992,47.01475842390949,40.970435327534794
239863173180059648,47.005869713553416,40.96190078145737
239863203246121344,46.98365222390698,40.96682279327256
239863203246121728,46.99283141323893,40.969761948106466
239863237605860992,46.99585151921551,40.985249757918055
239863241898532096,47.006021175057406,40.979301902085396
239863271965601792,47.02239549107061,40.98490515735955
239863276258266496,47.01857073306028,40.98134330147771
239863276258266624,47.02232521168017,40.98012781127175
239863306325340928,47.03076493911411,40.998761115355634
239863306325341312,47.039866606331685,40.99215273946347
239863310617998720,47.027291739994574,40.98575090986705
239863310619849088,47.02687612507977,40.98635076616598
239863340685076736,47.00586090765083,40.99109024324585
239863340685077632,47.01355888066603,40.99468043149799
239863344977731968,47.014758252954444,40.99683851198665
239863375044817536,47.02543583469713,40.99901647247858
239863375044820224,47.0183577420985,41.00963398759945
239863379337457024,47.021467465754995,41.01001606850007
239863379337468800,47.01813942385638,40.99698240145698
239863379338484864,47.01928251110687,40.995463164801414
239863409404556672,47.067012473366084,40.980660270059964
239863409404556800,47.06828600776867,40.975498157229715
239863791654296064,47.03954930811865,41.03160163049195
239863409404556928,47.072367485587996,40.98214039275384
239863413697708288,47.06822341844969,40.97618991936649
239863413697708544,47.06567833568095,40.97214023184175
239863413697708800,47.062683314967664,40.96926939304177
239863413698225920,47.06582411349298,40.98721689871518
239863413698226816,47.06774425323752,40.98429815265574
239863448057964032,47.07076682433872,40.98875109343814
239863448057964800,47.07745159071242,40.98652980124388
239863448059053952,47.06683858176269,40.99031796239525
239863482417183616,47.055145071270196,40.99879471841167
239863482417184000,47.05225346288197,40.99547599249465
239863482417702016,47.05697430243534,40.99084147382162
239863546843513600,47.091421795372675,41.00641947857628
239863551137176064,47.08743077930732,41.01427194295522
239863551137177344,47.095151973237485,41.00561903642949
239863551137179008,47.0880924955623,40.9934369517234
239863551138268800,47.08495449751683,41.00888215136442
239863551138268928,47.09309103095051,40.998708581023024
239863581202410496,47.10419081607733,41.010976441708785
239863581203252096,47.092222184972854,41.00924980485153
239863585496915200,47.10517350676682,41.01334035593972
239863585497122304,47.10271308432512,41.021431678268634
239863615562989952,47.072689099379495,41.011698284670416
239863615562990080,47.07403914156339,41.01306193768556
239863619856136192,47.069145736323605,41.01298335398774
239863619856650624,47.074128094417034,41.02263022617106
239863619856652544,47.082507002287294,41.013902292876594
239863619856652672,47.071543275057586,41.01138491551798
239863619856653184,47.07612863772301,41.00973860780644
239863654216390144,47.08551573131401,41.017685134919034
239863688575107584,47.03672443512012,41.0001359390566
239863688575107712,47.03758357703726,40.99952001064194
239863688575108736,47.03881658757055,40.998041302609046
239863688576960000,47.04129703644444,41.0085477943035
239863718642204800,47.05421297817101,41.01516187740003
239863718642204928,47.060682825689106,41.019392966149724
239863722934825600,47.048786385260854,41.018616049415776
239863722936691456,47.05404656215991,41.02067008804357
239863753001942400,47.02458793605568,41.018108017592425
239863753001942656,47.03379568991692,41.01120065322018
239863757294568960,47.04075024595952,41.0146976139013
239863757294573312,47.034720737988735,41.01262613230075
239863757294577408,47.03209975710812,41.00856111883908
239863757296438400,47.0315772715688,41.00618414750624
239863791654294528,47.04661688808472,41.03107033249295
239863791654297472,47.04195752902748,41.0276987277663
239863791654301568,47.044417652015845,41.02202030715931
239863791654304256,47.040300300672975,41.01847491212472
239863791655337728,47.043816465745586,41.03573992561317
239863791655340416,47.04513474753665,41.022667057200124
239863821720580736,47.06041086708291,41.027746222607796
239863821720580992,47.06422781403421,41.03000199055383
239863826014565888,47.068973674435625,41.02238460447454
239863826015078272,47.0720838917835,41.02973858396603
239863826015079296,47.070580729394,41.02652910093248
239863856080263936,47.08036433741999,41.03638410409826
239863860373758208,47.07094539838019,41.04241160952963
239863860373758336,47.07115473994811,41.04233510997269
239863860374302336,47.08145213428018,41.041837848756145
239863860374815360,47.07244926915688,41.037398379677136
239863860374815616,47.081602739425044,41.03622157309641
239863860375913088,47.08199660283884,41.04149429164544
239863860375913216,47.08294375197169,41.03495954014723
239863860375913344,47.07876443324878,41.03055966694012
239863860375913472,47.0763473971503,41.02961845571256
239863890440000256,47.05786215562235,41.03951962627184
239863894733500288,47.057406687626674,41.039080107263196
239863894733505024,47.05785555522963,41.03142902565857
239863924799798656,47.0632582881466,41.049754761886156
239863929093236480,47.065414139896234,41.0406927664833
239863959160363648,46.96778686889944,40.97610620361539
239863963453854464,46.982040209047504,40.97041477354376
239863993520104576,46.99338621327769,40.994972123536535
239863997813585280,46.982211963380095,40.9884666462759
239864066532238208,46.97771772613578,41.00648059755089
239864066532239360,46.97377640242043,41.005149487781004
239864066532241792,46.98258159225796,41.00023889912732
239864066532248832,46.979836879126744,40.99272413034592
239864066533246592,46.978796900079985,41.01035949134131
239864066533247616,46.98178681849555,41.007928998236
239864066534092032,46.971435965514054,41.00515045323144
239864066534093696,46.984231097369744,40.997833022956875
239864096599320320,46.99678709203733,40.994466297950964
239864130958224768,47.00257653892686,41.0157119004103
239864135251701248,47.010302524526956,41.01302031698153
239864169611438848,46.98895294001507,41.01977916066179
239864169612462336,46.98637597696621,41.01077004951567
239864199676660096,47.00246173000943,41.030790347492214
239864203971172864,47.00116620865971,41.021501114739856
239864203971173376,46.99188706127786,41.02340231549315
239864203972237952,47.000128823316366,41.01733364767808
239864203973035392,47.00032444475999,41.02111397559182
239864234035399936,46.959687149522104,41.001089463334864
239864238330941440,46.95614014116635,40.999017599824214
239864238331748608,46.95307336656236,40.997895253907345
239864238332788992,46.95661414445472,40.99724337941106
239864268396098176,46.96077607277709,41.01073076801683
239864268396108928,46.9641038468127,41.01738522937997
239864272690666624,46.95832910683417,41.013848817411095
239864272692517632,46.961772620899794,41.019779696984926
239864272692521856,46.967976782408876,41.00660181852282
239864302755857664,46.94486086924808,41.0238939394552
239864307053091072,46.950117330807004,41.01071008601417
239864337115594240,46.962042627244145,41.02022644806053
239864371475335936,46.979040383649895,41.02421149645961
239864371475337472,46.98367783362293,41.02470862376501
239864375769868672,46.982401746180834,41.02294494539543
239864375771724288,46.980459770103046,41.033934804079834
239864375771724672,46.972918343837456,41.03391615492916
239864444489342976,46.96646129487976,41.02974729734046
239864444490517504,46.961358862197706,41.0332188609022
239864444491202944,46.95958914092694,41.03526711654597
239864474554592640,46.97768270207434,41.043302039830024
239864508915348864,47.01941898655619,41.031107186619565
239864513208811904,47.01402513483748,41.0242768353958
239864513208812800,47.01731779331376,41.022300276443204
239864513208813312,47.022436560237615,41.01959582171038
239864513210675072,47.02374992362705,41.02716666675674
239864513211003008,47.02889803245357,41.02670370017187
239864543274052992,47.035253220188366,41.03567452943689
239864543275029888,47.040139485615654,41.04097416629656
239864547568531712,47.04009681781396,41.03962098025654
239864577634826240,47.00837616266255,41.038158390458605
239864581928279808,47.01678423735217,41.03605044904675
239864581928281984,47.0039523761799,41.03801547856736
239864581928284160,47.01070532304387,41.03175677629591
239864581930148992,47.01849331320108,41.03854680143939
239864611993551232,47.02600895756345,41.04530237443614
239864611994565632,47.019923159341054,41.04785605698513
239864616288008320,47.016798382547535,41.046476782504435
239864646354304512,47.038116270980254,41.050737254212066
239864646354305152,47.042732141259535,41.055730775090744
239864650647731584,47.043979660224366,41.063123689194896
239864650648793856,47.04255606220344,41.06031778516298
239864680713081472,47.05427049041037,41.06876073985336
239864685008531456,47.045082880469465,41.0628307024918
239864685009351808,47.06361388151333,41.06189975185343
239864715072810112,47.02683288092021,41.06498316824869
239864719367217152,47.03160628993631,41.05414553146219
239864719368268544,47.03461357198708,41.073681826692095
239864719369091072,47.0384890678752,41.067418288135784
239864749433462272,47.04073224898738,41.06738937415249
239864753726934144,47.04602915012646,41.08318299018115
239864788086706688,46.99699660735639,41.04650882391004
239864788089418368,46.993048457012335,41.04819005443816
239864818152011392,47.00686702308461,41.05929906338696
239864818152013568,47.017647226050656,41.0598572641329
239864852511765120,46.986691421530296,41.065509261967
239864886871507328,47.00269581398392,41.067861010390544
239864886871516160,46.99389805314072,41.07118231494965
239864886871527808,47.00828024672781,41.07713423591917
239864891165900800,46.994891834941676,41.075719167981205
239864921231255296,47.02095901797866,41.07129879808664
239864921231261568,47.01649395305701,41.07481989385416
239864925525637632,47.020288803885094,41.07039776224323
239864955591028864,47.02352286138494,41.08691840050089
239864955591034624,47.02468440916757,41.08935366500824
239864955591046144,47.028970629503746,41.09558399550645
239864959885362944,47.031278319487896,41.089277966776336
239864959887254144,47.03089675027345,41.090202538403126
239864989950777600,47.0139799307664,41.091433831447816
239864994246173440,47.00782534649336,41.08125008517646
239865024309374592,47.02074313897824,41.09901268109922
239865028604836864,47.01938052608662,41.09891304579691
239865028604836992,47.02019364346076,41.098949630232404
239865028605909376,47.01969929229463,41.1049411678457
239865028606728448,47.01963765092928,41.10117946542271
239865058669895040,46.84889926612676,40.919770637292785
239865093029665408,46.85135319583808,40.936469571892175
239865093029675136,46.84684686277653,40.94082913170547
239865093029697920,46.85692699738207,40.95175890909856
239865097327087232,46.854559942313685,40.930873467062966
239865127389414272,46.8367423365449,40.94122933003926
239865161749195904,46.84640110224685,40.962430003887015
239865166043937152,46.84917542417314,40.95665369771971
239865166045751424,46.840268773745635,40.95627777552869
239865166046563072,46.84399113678276,40.94341478190087
239865166046651648,46.83800216224041,40.95359332782781
239865196108897024,46.868285313636854,40.94423840765586
239865196108905728,46.86202851384538,40.94883118669275
239865200403682048,46.86744654481047,40.94400132175764
239865200405484928,46.86943031550843,40.959323876194816
239865200405489408,46.86154818484457,40.95074186671953
239865200405490560,46.86374207856591,40.94674739333467
239865200406300416,46.86090272968685,40.95076193249702
239865230468679040,46.86878770401918,40.96506071787555
239865234764166144,46.87379219547905,40.966082743470274
239865234766033024,46.88176561713876,40.97311950277093
239865234766033280,46.88419918730464,40.967643056716575
239865264828423296,46.85460192496109,40.9682978725763
239865269123150592,46.856947833380865,40.9577313919612
239865269123904256,46.86170757720472,40.964294598438705
239865269124958336,46.85533182647626,40.9736523150217
239865269124964992,46.85750433489553,40.954446455064435
239865269125775872,46.863221838140724,40.96402208290319
239865299188175488,46.86453508821839,40.97523047520609
239865333547854336,46.823235374690434,40.945435511195896
239865333547867520,46.833130761570274,40.952065564380156
239865333547876352,46.82892156256049,40.95726705539476
239865333547881472,46.822611983653935,40.95978586145636
239865337843383040,46.83108552089854,40.95225331785184
239865337843384320,46.827852396124435,40.947268426159646
239865337845255168,46.82386138988943,40.946807733807326
239865367907631232,46.83766791408362,40.96440235969685
239865367907638016,46.831490669193045,40.96812344462528
239865372203118336,46.83598647171886,40.9617631431782
239865436627120384,46.82846832917738,40.971322435812176
239865470986874240,46.85065666201386,40.97909086313684
239865505346629632,46.85674201167491,40.989032244935316
239865505346630400,46.85014942751381,40.98919989989196
239865509642060800,46.854408093447,40.98983611776167
239865509642064640,46.862996327006734,40.98633105254593
239865509642065792,46.856553121553475,40.98163970142517
239865509643122432,46.851888322171106,40.98780123291616
239865539706371456,46.82986595076447,40.991105538675065
239865544001032832,46.82977475925919,40.996130996946825
239865544001037824,46.84064199436901,40.98439739719991
239865544001794944,46.82887647116298,40.99084838638772
239865544001796480,46.84028142199814,40.990243909353936
239865544003677312,46.83029354703917,40.99629529537618
239865574066127360,46.839541306796605,40.99937597947085
239865574067881600,46.842650629170905,41.002236459929726
239865578361522560,46.8443488498038,41.010106322958094
239865608425825920,46.89484593395931,40.978542331040266
239865612721282816,46.8893608545335,40.9851363873065
239865612721282944,46.88882049275482,40.98484528284754
239865612721286272,46.88508840703451,40.973993970271145
239865612723154560,46.88909866690245,40.97533850322207
239865642785589888,46.907424781889866,40.991979091421555
239865647081020672,46.89278411957192,40.986926757796134
239865647082068992,46.89784066250108,40.997120320179924
239865647082889856,46.898976600947584,40.999918593987424
239865677145316096,46.874119222487884,40.98523284707095
239865677145320832,46.87937118921309,40.98852538655718
239865677145328768,46.88370554026589,40.9925538554225
239865681439978624,46.88615798370708,40.99262409633446
239865681440752128,46.8781693617712,40.99557963554775
239865681440754048,46.879197759158096,40.99348368292047
239865681440755328,46.872867212769336,40.99012929703553
239865681440757504,46.8741639508352,40.98619535925143
239865711505090432,46.884261960914955,41.00268902173219
239865711505099392,46.88631633987527,41.00778007481871
239865715800488192,46.89168474787816,41.00216100891807
239865715801544064,46.896816515529736,41.0004798158719
239865745864825216,46.92158397701055,41.00147935425822
239865750162104576,46.90378713707593,41.00467095914214
239865780224576000,46.923596894810096,41.0070208385096
239865784519955840,46.91901827737445,41.02210123494847
239865814584322176,46.892645443484675,41.01132296292022
239865818879395072,46.90475744122967,41.00736162095983
239865818879697792,46.895655796638174,41.01295597690302
239865818881580416,46.89963661266916,41.016417301711286
239865848944094848,46.905585036584576,41.02948509119417
239865853240489600,46.911825863448726,41.01648737876356
239865853241316352,46.90976638890262,41.03673900121777
239865853241317120,46.9118810735108,41.02775615256873
239865887598409216,46.859150566254314,41.000140544714085
239865887599176960,46.8604349016639,41.00149210734175
239865887600240000,46.858720083456845,41.00107687387679
239865917663548160,46.87944668667907,41.016503715122596
239865921958127104,46.88255544290699,41.011847499612855
239865921958131200,46.87646312746141,41.009239232178295
239865921958910720,46.877185726011504,41.0122691256637
239865921958910976,46.88546745962482,41.013933347506594
239865921958911488,46.87303708795715,41.00996364204077
239865921959974912,46.878693693468136,41.00413332550048
239865952023268608,46.85310811238783,41.00809067499818
239865952023276416,46.848667986538366,41.012411890330746
239865956318640128,46.86063894930768,41.0199880130977
239865956319709824,46.85853674172341,41.01967627732634
239865956319715328,46.85318191500099,41.00774381332389
239865956320535680,46.85925181115711,41.007151260310984
239865986383049600,46.85953611965815,41.0297781054334
239865986388023680,46.858939570935576,41.02496903560846
239865990679447168,46.86810378164331,41.01983998589255
239866020742779264,46.89241330806197,41.02559975283721
239866020744539776,46.89383464266962,41.02834814294135
239866025039178880,46.89532547538989,41.02753740259941
239866025039179776,46.88931573748491,41.02783941417992
239866025040008832,46.88657060119172,41.0351463082196
239866025040010240,46.891523005839275,41.02110312691912
239866059398065280,46.90581766299814,41.040472810427985
239866059398909568,46.899925818973415,41.04292070733202
239866059398913024,46.90541338443971,41.03583217897597
239866059399746304,46.90261045907262,41.0392966763158
239866089462280576,46.88199381630852,41.037073127996486
239866093757584000,46.88504689946838,41.04376442324551
239866093758650496,46.87625692196718,41.04573606994292
239866093759486336,46.874709302961264,41.032272391804
239866123822059776,46.8889845675038,41.05546191198865
239866128118382464,46.8934305422946,41.05535715494005
